1.298178,-41.747705,6.135669,56.213629,11.689541,-1.286503,17.160134
1.300178,-27.426504,-103.318908,-145.205172,18.315554,-0.813186,6.644214
1.302178,29.950128,-59.889876,-58.881281,35.604762,-4.023010,-21.467121
1.304178,-41.259364,-63.876149,42.561882,23.040562,1.623873,-9.394353
1.306178,-60.088285,7.205158,-28.905230,15.583763,4.503627,-0.002087
1.308178,40.087458,-79.555775,-24.186914,5.541799,2.434823,14.836902
1.310178,87.451047,-119.840669,5.699775,-2.584573,3.070897,24.581584
1.312178,72.868846,-150.060709,25.651735,-4.759563,2.791918,26.096672
1.314178,-24.414872,-129.396991,6.093901,-3.177479,1.746524,23.463118
1.316178,-62.977764,-20.263571,20.955394,-2.787016,1.553072,22.772770
1.318178,-28.018226,34.978108,56.300622,0.353967,0.257430,20.568807
1.320178,32.658711,50.114592,88.956520,3.578375,-1.592398,17.002343
1.322178,42.324919,56.983207,88.476256,5.067366,-2.704323,15.672527
1.324178,16.689515,68.078512,65.505707,6.609831,-3.593493,14.869216
1.326178,-21.664754,55.686654,40.270697,7.187547,-3.696341,14.886935
1.328178,-42.149443,27.984640,35.934654,8.167354,-3.575906,14.173511
1.330178,-48.105089,-9.811669,46.308161,9.215058,-3.524213,11.992475
1.332178,-43.237045,-37.629729,53.194035,9.897596,-3.483351,9.876744
1.334178,-36.234196,-48.367932,45.984831,10.947703,-3.326017,6.169044
1.336178,-27.910190,-39.616217,30.364800,11.349283,-3.189336,4.682949
1.338178,-18.012140,-24.830024,17.631500,11.650371,-2.910414,3.289538
1.340178,-6.292540,-8.796976,15.002348,11.177238,-2.776015,4.010734
1.342178,4.351965,2.487162,23.405853,10.507095,-2.829426,5.285966
1.344178,7.931549,6.793898,35.067422,9.036615,-3.148480,7.935553
1.346178,1.739498,3.912180,42.550701,8.241745,-3.380783,9.241784
1.348178,-9.793659,-0.997637,43.499603,6.784394,-3.847722,11.334148
1.350178,-23.165541,-3.653462,39.098085,5.869165,-4.174684,12.356830
1.352178,-32.172593,-4.240956,33.725368,5.619576,-4.309475,12.465203
1.354178,-37.652651,-3.489741,29.132660,5.696460,-4.415178,11.970537
1.356178,-39.589351,-0.320237,26.766122,5.922346,-4.423056,11.503695
1.358178,-38.324766,4.116506,25.673526,6.596649,-4.398060,10.399110
1.360178,-34.494184,6.817928,26.409562,7.249920,-4.385841,9.446850
1.362178,-28.420524,5.790230,27.857950,7.601922,-4.400459,8.934288
1.364178,-21.139572,2.326685,29.874840,7.988776,-4.506404,8.255418
1.366178,-15.109770,-3.094113,31.526204,8.072004,-4.591220,7.999308
1.368178,-10.723283,-8.639519,32.287205,8.021956,-4.802429,7.601643
1.370178,-8.805193,-12.438889,32.481956,7.803460,-5.012659,7.290394
1.372178,-9.023744,-14.604870,31.927505,7.613332,-5.134216,7.112843
1.374178,-9.735929,-14.350335,31.579953,7.268089,-5.317767,6.883686
1.376178,-11.497591,-11.915148,30.536915,7.104125,-5.388245,6.821179
1.378178,-13.513450,-8.283673,29.137321,6.815998,-5.477077,6.795743
1.380178,-16.038991,-5.150294,27.987348,6.696872,-5.495240,6.829428
1.382178,-18.627925,-2.653173,27.641921,6.514048,-5.495800,6.958457
1.384178,-20.460228,-1.663671,28.205164,6.388266,-5.484857,7.089463
1.386178,-21.501008,-1.982424,29.415097,6.328193,-5.478016,7.146746
1.388178,-21.727541,-3.955774,30.166666,6.242493,-5.475797,7.157809
