1.293601,-65.748584,-18.706915,87.035281,13.797181,0.940926,24.827480
1.295601,-79.104363,58.712505,-106.406824,31.813819,1.495892,-4.995232
1.297601,-90.688020,104.615172,-37.823800,37.908685,-0.044125,-21.163350
1.299601,-168.267800,70.203362,35.748390,32.297526,5.473522,-10.385644
1.301601,-42.238898,-93.560502,121.569118,23.041586,9.315888,-2.209603
1.303601,77.089294,-192.684702,-22.851330,10.195571,6.237210,11.053505
1.305601,110.864608,-159.895339,0.076716,0.964850,3.829400,20.616044
1.307601,112.724542,-149.125888,6.445747,-4.678606,3.511779,26.047620
1.309601,95.240381,-191.386380,-10.825245,-5.225599,2.318269,25.948245
1.311601,33.037464,-88.875237,-10.791347,-5.538528,1.889035,26.666414
1.313601,-13.456411,35.600396,29.016444,-4.507264,1.271651,28.855545
1.315601,38.835590,99.474497,111.238293,-1.972517,0.352838,27.846535
1.317601,62.583541,86.209191,133.665481,0.887706,-1.416229,25.503242
1.319601,15.528294,103.564095,111.453520,3.511955,-2.810535,23.649544
1.321601,-35.984301,112.620368,67.708495,4.678083,-2.822896,23.113893
1.323601,-42.630268,64.650883,41.809644,6.890803,-2.550555,21.409070
1.325601,-32.690463,8.972839,47.919240,8.719106,-2.631961,18.811175
1.327601,-33.963254,-38.136613,58.415715,11.023823,-2.888581,14.405257
1.329601,-40.431946,-66.231887,58.514039,13.490537,-3.041414,8.630664
1.331601,-37.288807,-68.229899,48.395369,14.308471,-3.049666,6.345651
1.333601,-25.910909,-51.498550,36.786047,14.875589,-2.939384,3.951310
1.335601,-12.925695,-30.114640,29.652405,14.448717,-2.724478,4.061272
1.337601,-4.033027,-15.626293,29.627485,13.026681,-2.383287,6.023466
1.339601,-5.416652,-7.630665,32.884997,10.497929,-2.018856,9.791480
1.341601,-13.507524,-2.633342,39.085698,9.134174,-1.911526,11.842404
1.343601,-21.877972,-0.430676,46.897005,6.784189,-1.893301,15.261506
1.345601,-26.080727,-1.004516,55.861487,5.630511,-2.057137,16.833308
1.347601,-25.284758,0.381808,60.594102,5.108090,-2.376311,17.367491
1.349601,-25.293992,2.208634,60.183808,5.406519,-2.842442,16.714988
1.351601,-25.725627,4.525768,56.332225,5.868422,-3.072448,15.999552
1.353601,-24.598067,6.183379,53.230630,7.111698,-3.489794,14.196947
1.355601,-21.107495,5.752851,51.896196,8.050260,-3.765012,12.872303
1.357601,-17.635188,3.599667,52.317794,8.961849,-4.022998,11.543772
1.359601,-14.493743,-0.421073,53.665574,9.672755,-4.257628,10.354123
1.361601,-13.772772,-6.461916,53.898171,9.818211,-4.331046,9.986902
1.363601,-15.374744,-13.223350,52.691140,9.699812,-4.413160,9.654563
1.365601,-18.232186,-18.666531,50.319224,9.364067,-4.425466,9.672252
1.367601,-20.716475,-22.748723,47.713341,8.800560,-4.419971,9.888566
1.369601,-22.149711,-24.378448,45.992912,7.994414,-4.432062,10.295497
1.371601,-23.695149,-22.249512,44.716713,7.573793,-4.457363,10.566676
