1.278849,-108.776811,-43.273587,192.576505,15.781767,1.388977,40.445982
1.280849,-203.549818,-24.425688,25.469883,37.450797,-4.191697,-3.189623
1.282849,-148.014772,40.855702,50.392370,44.154741,1.923294,-17.792479
1.284849,-229.761650,69.498098,95.729465,37.593716,30.249990,-21.977646
1.286849,-52.729037,23.970976,163.880328,34.061123,30.254254,-24.231027
1.288849,124.678953,40.162009,161.539772,22.467659,18.915349,-5.909922
1.290849,149.455788,17.855796,103.358810,6.476666,10.273195,13.391752
1.292849,134.492814,-46.433122,69.187414,-12.040874,6.789496,32.586176
1.294849,59.668226,-246.169848,4.741267,-15.114114,7.554960,36.300769
1.296849,161.735800,-149.675513,-68.953712,-14.850565,8.399782,36.468882
1.298849,184.024136,-2.253576,5.796063,-12.770641,8.367245,37.795631
1.300849,39.173027,189.689893,41.827534,-9.635289,8.121249,39.795618
1.302849,-81.997053,203.339514,13.984642,-4.885430,9.928533,42.825473
1.304849,-61.478987,180.986747,35.827224,-1.611108,9.128954,44.914107
1.306849,-33.472380,155.392529,61.334219,-0.380816,7.256499,45.698890
1.308849,-83.149737,114.079515,87.434560,1.260036,3.991743,46.745561
1.310849,-99.796605,45.345697,92.937471,1.547477,2.799631,46.928915
1.312849,-72.862926,-61.193816,75.289761,3.545512,0.887589,42.438765
1.314849,-62.105049,-121.739945,58.463077,9.964099,-0.603381,28.380064
1.316849,-51.403119,-135.290894,52.292961,13.088007,-0.980921,20.892708
1.318849,-19.302504,-105.444163,56.625949,18.379825,-1.535864,7.475840
1.320849,14.150217,-36.002539,62.276527,20.370988,-1.846312,2.182157
1.322849,33.945939,43.359916,60.813169,21.222531,-2.014802,-0.310681
1.324849,48.092294,105.345821,58.795475,19.277745,-1.695276,3.916743
1.326849,47.911456,129.932046,63.566996,17.461194,-1.467400,7.820445
1.328849,25.616491,123.658363,69.774149,13.207427,-1.054936,16.367610
1.330849,-9.335482,90.620432,77.158598,10.897141,-0.908083,20.665208
1.332849,-43.488695,45.032582,86.701362,8.202871,-0.982872,24.998159
1.334849,-63.868953,4.434320,98.169493,7.055933,-1.595528,25.689855
1.336849,-67.644187,-20.083126,107.142550,7.223537,-2.086279,24.578526
1.338849,-65.843955,-27.156530,107.769044,8.511474,-3.146432,20.750989
1.340849,-62.417684,-18.420985,102.648710,9.536923,-3.673827,18.299890
1.342849,-59.664532,7.884256,92.925345,11.223604,-4.224872,15.028565
1.344849,-50.147929,35.319472,91.352621,12.428081,-4.470919,13.459564
1.346849,-47.222648,54.505188,91.512443,12.670857,-4.512625,13.485984
1.348849,-44.481398,62.603178,94.865770,12.478930,-4.536833,14.665078
1.350849,-42.773928,57.251300,97.217140,12.073415,-4.562523,15.694142
1.352849,-40.254266,38.677839,97.991588,11.157855,-4.721199,17.225473
1.354849,-37.702686,16.588158,96.629479,10.209726,-5.060980,18.064127
1.356849,-33.941999,-2.543437,94.761355,9.844383,-5.282111,18.070576
1.358849,-28.371505,-16.762778,92.269865,9.377138,-5.782239,17.422749
1.360849,-23.023382,-22.223235,91.077843,9.231370,-6.057460,16.917310
1.362849,-19.119552,-18.685288,89.859384,9.028445,-6.628396,15.927038
