1,80.639999,-16.100000,0.100000,0,0,176,80.732346,0,1,0,
2,70.260002,-19.700001,-2.700000,0,0,175,69.491783,0,1,0,
3,81.989998,13.300000,-9.400000,0,0,173,81.901680,0,1,0,
4,79.830002,5.900000,-6.400000,0,0,172,79.796158,0,1,0,
5,70.220001,36.200001,-3.900000,0,0,171,70.663002,0,0,0,
6,74.320000,20.299999,-0.900000,0,0,170,78.455269,0,1,0,
7,69.900002,-0.800000,-0.900000,21.450001,-2.640000,168,69.401123,0,1,0,
8,58.119999,-14.200000,0.600000,-2.060000,-2.550000,167,56.822021,0,1,0,
9,70.529999,-0.800000,-0.100000,8.670000,-6.130000,164,68.337578,0,1,0,
10,59.130001,-12.400000,-3.900000,-3.170000,-0.260000,163,57.640030,0,1,0,
11,68.239998,4.000000,-2.100000,9.850000,-3.320000,161,66.612686,0,0,0,
12,53.610001,5.500000,-4.900000,-3.390000,0.890000,159,51.262653,0,0,0,
13,45.799999,10.500000,1.200000,10.000000,-0.220000,158,45.124222,0,0,0,
14,52.849998,-2.400000,5.000000,13.750000,2.640000,157,52.648441,0,0,0,
15,48.919998,9.200000,-1.300000,5.720000,-0.050000,155,47.597496,0,0,0,
16,43.840000,-27.400000,-9.400000,1.920000,-0.100000,154,43.382526,0,1,0,
17,39.070000,-17.000000,-14.600000,2.350000,-0.740000,153,38.511585,0,1,0,
18,57.099998,-7.900000,-5.800000,15.000000,-1.290000,152,56.081486,0,1,0,
19,51.209999,6.100000,5.900000,2.130000,0.960000,151,51.288071,0,1,0,
20,62.450001,7.200000,3.400000,6.610000,0.360000,150,59.562012,0,0,0,
21,52.939999,-2.300000,2.400000,17.370001,0.650000,149,53.543777,0,0,0,
22,66.900002,-0.300000,-1.100000,4.540000,0.360000,148,66.925117,0,0,0,
23,52.750000,-10.100000,-5.600000,14.580000,1.680000,147,50.765022,0,1,0,
24,61.709999,-15.300000,-11.200000,4.430000,1.580000,146,60.247448,0,1,0,
25,55.919998,-2.300000,-0.400000,14.780000,-2.840000,145,55.153084,0,1,0,
26,58.240002,-24.400000,-22.500000,15.260000,0.930000,144,56.384388,0,1,0,
27,50.450001,4.900000,2.500000,6.160000,-1.960000,143,49.200489,0,1,0,
28,64.309998,-29.799999,-20.100000,7.020000,-4.150000,142,64.780106,0,1,0,
29,73.220001,15.300000,6.200000,20.709999,-2.260000,141,71.848328,0,0,0,
30,73.269997,18.000000,4.000000,19.559999,-2.240000,140,75.060852,0,1,0,
31,75.059998,-19.500000,-10.300000,16.010000,2.670000,139,73.798447,0,1,0,
32,67.099998,-0.800000,3.700000,10.740000,2.380000,137,66.572510,0,1,0,
33,71.550003,1.000000,1.800000,8.030000,-1.760000,136,67.206108,0,1,0,
34,62.919998,3.300000,5.900000,16.080000,0,135,61.210434,0,0,0,
35,70.360001,4.500000,2.300000,0,0,134,70.932922,0,1,0,
36,75.940002,-8.800000,1.300000,0,0,133,76.994385,0,1,0,
37,76.709999,-5.400000,3.000000,0,0,132,73.855965,0,1,0,
38,73.010002,-10.700000,-6.600000,0,0,131,72.229790,0,1,0,
39,77.199997,11.100000,6.800000,0,0,130,78.301186,0,1,0,
40,71.550003,-1.700000,2.900000,0,0,129,71.706863,0,1,0,
41,76.639999,-12.400000,-8.700000,0,0,128,75.245522,0,1,0,
42,74.290001,-16.900000,-8.300000,0,0,127,75.344597,0,1,0,
43,75.010002,2.500000,6.400000,0,0,126,74.903038,0,1,0,
44,65.160004,-12.200000,-8.200000,0,0,125,64.676086,0,1,0,
45,64.849998,-4.100000,0.100000,0,0,123,61.939800,0,1,0,
46,70.889999,5.500000,5.900000,0,0,122,71.220306,0,1,0,
47,78.949997,2.800000,-0.300000,0,0,120,80.386635,0,1,0,
48,67.080002,15.900000,5.100000,0,0,118,67.593414,0,1,0,
49,67.529999,11.900000,3.900000,0,0,117,67.201653,0,1,0,
50,72.150002,-10.700000,-10.000000,0,0,116,70.247208,0,1,0,
51,61.040001,-22.299999,-20.900000,0,0,115,59.361397,0,1,0,
52,64.029999,11.800000,-1.300000,0,0,113,63.237694,0,0,0,
53,81.769997,19.000000,11.500000,0,0,112,83.750633,0,1,0,
54,77.099998,5.600000,-1.700000,0,0,111,78.775635,0,1,0,
55,84.830002,15.200000,15.400000,0,0,110,84.012932,0,1,0,
